Sample,Time(S),CH1(V),CH2(V)
3972,-4.22,0.28691,-0.0732059
3973,-4.219,0.28691,-0.0732059
3974,-4.218,0.28691,-0.0732059
3975,-4.217,0.28691,-0.0732059
3976,-4.216,0.28691,-0.0732059
3977,-4.215,0.28691,-0.0732059
3978,-4.214,0.28691,-0.0732059
3979,-4.213,0.28691,-0.0732059
3980,-4.212,0.28691,-0.0732059
3981,-4.211,0.28691,-0.0732059
3982,-4.21,0.28691,-0.0732059
3983,-4.209,0.28691,-0.0732059
3984,-4.208,0.28691,-0.0732059
3985,-4.207,0.28691,-0.0732059
3986,-4.206,0.28691,-0.0732059
3987,-4.205,0.28691,-0.0732059
3988,-4.204,0.28691,-0.0732059
3989,-4.203,0.28691,-0.0732059
3990,-4.202,0.28691,-0.0732059
3991,-4.201,0.28691,-0.0732059
3992,-4.2,0.28691,-0.0732059
3993,-4.199,0.28691,-0.0732059
3994,-4.198,0.28691,-0.0732059
3995,-4.197,0.28691,-0.0732059
3996,-4.196,0.28691,-0.0732059
3997,-4.195,0.28691,-0.0732059
3998,-4.194,0.28691,-0.0732059
3999,-4.193,0.28691,-0.0732059
4000,-4.192,0.28691,-0.0732059
4001,-4.191,0.28691,-0.0732059
4002,-4.19,0.28691,-0.0732059
4003,-4.189,0.28691,-0.0732059
4004,-4.188,0.28691,-0.0732059
4005,-4.187,0.28691,-0.0732059
4006,-4.186,0.28691,-0.0732059
4007,-4.185,0.28691,-0.0732059
4008,-4.184,0.28691,-0.0732059
4009,-4.183,0.28691,-0.0732059
4010,-4.182,0.28691,-0.0732059
4011,-4.181,0.28691,-0.0732059
4012,-4.18,0.28691,-0.0732059
4013,-4.179,0.28691,-0.0732059
4014,-4.178,0.28691,-0.0732059
4015,-4.177,0.28691,-0.0732059
4016,-4.176,0.28691,-0.0732059
4017,-4.175,0.28691,-0.0732059
4018,-4.174,0.28691,-0.0732059
4019,-4.173,0.28691,-0.0732059
4020,-4.172,0.28691,-0.0732059
4021,-4.171,0.28691,-0.0732059
4022,-4.17,0.28691,-0.0732059
4023,-4.169,0.28691,-0.0732059
4024,-4.168,0.28691,-0.0732059
4025,-4.167,0.28691,-0.0732059
4026,-4.166,0.28691,-0.0732059
4027,-4.165,0.28691,-0.0732059
4028,-4.164,0.28691,-0.0732059
4029,-4.163,0.28691,-0.0732059
4030,-4.162,0.28691,-0.0732059
4031,-4.161,0.28691,-0.0732059
4032,-4.16,0.28691,-0.0732059
4033,-4.159,0.28691,-0.0732059
4034,-4.158,0.28691,-0.0732059
4035,-4.157,0.28691,-0.0732059
4036,-4.156,0.28691,-0.0732059
4037,-4.155,0.28691,-0.0732059
4038,-4.154,0.28691,-0.0732059
4039,-4.153,0.28691,-0.0732059
4040,-4.152,0.28691,-0.0732059
4041,-4.151,0.28691,-0.0732059
4042,-4.15,0.28691,-0.0732059
4043,-4.149,0.28691,-0.0732059
4044,-4.148,0.28691,-0.0732059
4045,-4.147,0.28691,-0.0732059
4046,-4.146,0.28691,-0.0732059
4047,-4.145,0.28691,-0.0732059
4048,-4.144,0.28691,-0.0732059
4049,-4.143,0.28691,-0.0732059
4050,-4.142,0.28691,-0.0732059
4051,-4.141,0.28691,-0.0732059
4052,-4.14,0.28691,-0.0732059
4053,-4.139,0.28691,-0.0732059
4054,-4.138,0.28691,-0.0732059
4055,-4.137,0.28691,-0.0732059
4056,-4.136,0.28691,-0.0732059
4057,-4.135,0.28691,-0.0732059
4058,-4.134,0.28691,-0.0732059
4059,-4.133,0.28691,-0.0732059
4060,-4.132,0.28691,-0.0732059
4061,-4.131,0.28691,-0.0732059
4062,-4.13,0.28691,-0.0732059
4063,-4.129,0.28691,-0.0732059
4064,-4.128,0.28691,-0.0732059
4065,-4.127,0.28691,-0.0732059
4066,-4.126,0.28691,-0.0732059
4067,-4.125,0.28691,-0.0732059
4068,-4.124,0.28691,-0.0732059
4069,-4.123,0.28691,-0.0732059
4070,-4.122,0.28691,-0.0732059
4071,-4.121,0.28691,-0.0732059
4072,-4.12,0.28691,-0.0732059
4073,-4.119,0.28691,-0.0732059
4074,-4.118,0.28691,-0.0732059
4075,-4.117,0.28691,-0.0732059
4076,-4.116,0.28691,-0.0732059
4077,-4.115,0.28691,-0.0732059
4078,-4.114,0.28691,-0.0732059
4079,-4.113,0.28691,-0.0732059
4080,-4.112,0.28691,-0.0732059
4081,-4.111,0.28691,-0.0732059
4082,-4.11,0.28691,-0.0732059
4083,-4.109,0.28691,-0.0732059
4084,-4.108,0.28691,-0.0732059
4085,-4.107,0.28691,-0.0732059
4086,-4.106,0.28691,-0.0732059
4087,-4.105,0.28691,-0.0732059
4088,-4.104,0.28691,-0.0732059
4089,-4.103,0.28691,-0.0732059
4090,-4.102,0.28691,-0.0732059
4091,-4.101,0.28691,-0.0732059
4092,-4.1,0.28691,-0.0732059
4093,-4.099,0.28691,-0.0732059
4094,-4.098,0.28691,-0.0732059
4095,-4.097,0.28691,-0.0732059
4096,-4.096,0.28691,-0.0732059
4097,-4.095,0.28691,-0.0732059
4098,-4.094,0.28691,-0.0732059
4099,-4.093,0.28691,-0.0732059
4100,-4.092,0.28691,-0.0732059
4101,-4.091,0.28691,-0.0732059
4102,-4.09,0.28691,-0.0732059
4103,-4.089,0.28691,-0.0732059
4104,-4.088,0.28691,-0.0732059
4105,-4.087,0.28691,-0.0732059
4106,-4.086,0.28691,-0.0732059
4107,-4.085,0.28691,-0.0732059
4108,-4.084,0.28691,-0.0732059
4109,-4.083,0.28691,-0.0732059
4110,-4.082,0.28691,-0.0732059
4111,-4.081,0.28691,-0.0732059
4112,-4.08,0.28691,-0.0732059
4113,-4.079,0.28691,-0.0732059
4114,-4.078,0.28691,-0.0732059
4115,-4.077,0.28691,-0.0732059
4116,-4.076,0.28691,-0.0732059
4117,-4.075,0.28691,-0.0732059
4118,-4.074,0.28691,-0.0732059
4119,-4.073,0.28691,-0.0732059
4120,-4.072,0.28691,-0.0732059
4121,-4.071,0.28691,-0.0732059
4122,-4.07,0.28691,-0.0732059
4123,-4.069,0.28691,-0.0732059
4124,-4.068,0.28691,-0.0732059
4125,-4.067,0.28691,-0.0732059
4126,-4.066,0.28691,-0.0732059
4127,-4.065,0.28691,-0.0732059
4128,-4.064,0.28691,-0.0732059
4129,-4.063,0.28691,-0.0732059
4130,-4.062,0.28691,-0.0732059
4131,-4.061,0.28691,-0.0732059
4132,-4.06,0.28691,-0.0732059
4133,-4.059,0.28691,-0.0732059
4134,-4.058,0.28691,-0.0732059
4135,-4.057,0.28691,-0.0732059
4136,-4.056,0.28691,-0.0732059
4137,-4.055,0.28691,-0.0732059
4138,-4.054,0.28691,-0.0732059
4139,-4.053,0.28691,-0.0732059
4140,-4.052,0.28691,-0.0732059
4141,-4.051,0.28691,-0.0732059
4142,-4.05,0.28691,-0.0732059
4143,-4.049,0.28691,-0.0732059
4144,-4.048,0.28691,-0.0732059
4145,-4.047,0.28691,-0.0732059
4146,-4.046,0.28691,-0.0732059
4147,-4.045,0.28691,-0.0732059
4148,-4.044,0.28691,-0.0732059
4149,-4.043,0.28691,-0.0732059
4150,-4.042,0.28691,-0.0732059
4151,-4.041,0.28691,-0.0732059
4152,-4.04,0.28691,-0.0732059
4153,-4.039,0.28691,-0.0732059
4154,-4.038,0.28691,-0.0732059
4155,-4.037,0.28691,-0.0732059
4156,-4.036,0.28691,-0.0732059
4157,-4.035,0.28691,-0.0732059
4158,-4.034,0.28691,-0.0732059
4159,-4.033,0.28691,-0.0732059
4160,-4.032,0.28691,-0.0732059
4161,-4.031,0.28691,-0.0732059
4162,-4.03,0.28691,-0.0732059
4163,-4.029,0.28691,-0.0732059
4164,-4.028,0.28691,-0.0732059
4165,-4.027,0.28691,-0.0732059
4166,-4.026,0.28691,-0.0732059
4167,-4.025,0.28691,-0.0732059
4168,-4.024,0.28691,-0.0732059
4169,-4.023,0.28691,-0.0732059
4170,-4.022,0.28691,-0.0732059
4171,-4.021,0.28691,-0.0732059
4172,-4.02,0.28691,-0.0732059
4173,-4.019,0.28691,-0.0732059
4174,-4.018,0.28691,-0.0732059
4175,-4.017,0.28691,-0.0732059
4176,-4.016,0.28691,-0.0732059
4177,-4.015,0.28691,-0.0732059
4178,-4.014,0.28691,-0.0732059
4179,-4.013,0.28691,-0.0732059
4180,-4.012,0.28691,-0.0732059
4181,-4.011,0.28691,-0.0732059
4182,-4.01,0.28691,-0.0732059
4183,-4.009,0.28691,-0.0732059
4184,-4.008,0.28691,-0.0732059
4185,-4.007,0.28691,-0.0732059
4186,-4.006,0.28691,-0.0732059
4187,-4.005,0.28691,-0.0732059
4188,-4.004,0.28691,-0.0732059
4189,-4.003,0.28691,-0.0732059
4190,-4.002,0.28691,-0.0732059
4191,-4.001,0.28691,-0.0732059
4192,-4,0.28691,-0.0732059
4193,-3.999,0.28691,-0.0732059
4194,-3.998,0.28691,-0.0732059
4195,-3.997,0.28691,-0.0732059
4196,-3.996,0.28691,-0.0732059
4197,-3.995,0.28691,-0.0732059
4198,-3.994,0.28691,-0.0732059
4199,-3.993,0.28691,-0.0732059
4200,-3.992,0.28691,-0.0732059
4201,-3.991,0.28691,-0.0732059
4202,-3.99,0.28691,-0.0732059
4203,-3.989,0.28691,-0.0732059
4204,-3.988,0.28691,-0.0732059
4205,-3.987,0.28691,-0.0732059
4206,-3.986,0.28691,-0.0732059
4207,-3.985,0.28691,-0.0732059
4208,-3.984,0.28691,-0.0732059
4209,-3.983,0.28691,-0.0732059
4210,-3.982,0.28691,-0.0732059
4211,-3.981,0.28691,-0.0732059
4212,-3.98,0.28691,-0.0732059
4213,-3.979,0.28691,-0.0732059
4214,-3.978,0.28691,-0.0732059
4215,-3.977,0.28691,-0.0732059
4216,-3.976,0.28691,-0.0732059
4217,-3.975,0.28691,-0.0732059
4218,-3.974,0.28691,-0.0732059
4219,-3.973,0.28691,-0.0732059
4220,-3.972,0.28691,-0.0732059
4221,-3.971,0.28691,-0.0732059
4222,-3.97,0.28691,-0.0732059
4223,-3.969,0.28691,-0.0732059
4224,-3.968,0.28691,-0.0732059
4225,-3.967,0.28691,-0.0732059
4226,-3.966,0.28691,-0.0732059
4227,-3.965,0.28691,-0.0732059
4228,-3.964,0.28691,-0.0732059
4229,-3.963,0.28691,-0.0732059
4230,-3.962,0.28691,-0.0732059
4231,-3.961,0.28691,-0.0732059
4232,-3.96,0.28691,-0.0732059
4233,-3.959,0.28691,-0.0732059
4234,-3.958,0.28691,-0.0732059
4235,-3.957,0.28691,-0.0732059
4236,-3.956,0.28691,-0.0732059
4237,-3.955,0.28691,-0.0732059
4238,-3.954,0.28691,-0.0732059
4239,-3.953,0.28691,-0.0732059
4240,-3.952,0.28691,-0.0732059
4241,-3.951,0.28691,-0.0732059
4242,-3.95,0.28691,-0.0732059
4243,-3.949,0.28691,-0.0732059
4244,-3.948,0.28691,-0.0732059
4245,-3.947,0.28691,-0.0732059
4246,-3.946,0.28691,-0.0732059
4247,-3.945,0.28691,-0.0732059
4248,-3.944,0.28691,-0.0732059
4249,-3.943,0.28691,-0.0732059
4250,-3.942,0.28691,-0.0732059
4251,-3.941,0.28691,-0.0732059
4252,-3.94,0.28691,-0.0732059
4253,-3.939,0.28691,-0.0732059
4254,-3.938,0.28691,-0.0732059
4255,-3.937,0.28691,-0.0732059
4256,-3.936,0.28691,-0.0732059
4257,-3.935,0.28691,-0.0732059
4258,-3.934,0.28691,-0.0732059
4259,-3.933,0.28691,-0.0732059
4260,-3.932,0.28691,-0.0732059
4261,-3.931,0.28691,-0.0732059
4262,-3.93,0.28691,-0.0732059
4263,-3.929,0.28691,-0.0732059
4264,-3.928,0.28691,-0.0732059
4265,-3.927,0.28691,-0.0732059
4266,-3.926,0.28691,-0.0732059
4267,-3.925,0.28691,-0.0732059
4268,-3.924,0.28691,-0.0732059
4269,-3.923,0.28691,-0.0732059
4270,-3.922,0.28691,-0.0732059
4271,-3.921,0.28691,-0.0732059
4272,-3.92,0.28691,-0.0732059
4273,-3.919,0.28691,-0.0732059
4274,-3.918,0.28691,-0.0732059
4275,-3.917,0.28691,-0.0732059
4276,-3.916,0.28691,-0.0732059
4277,-3.915,0.28691,-0.0732059
4278,-3.914,0.28691,-0.0732059
4279,-3.913,0.28691,-0.0732059
4280,-3.912,0.28691,-0.0732059
4281,-3.911,0.28691,-0.0732059
4282,-3.91,0.28691,-0.0732059
4283,-3.909,0.28691,-0.0732059
4284,-3.908,0.28691,-0.0732059
4285,-3.907,0.28691,-0.0732059
4286,-3.906,0.28691,-0.0732059
4287,-3.905,0.28691,-0.0732059
4288,-3.904,0.28691,-0.0732059
4289,-3.903,0.28691,-0.0732059
4290,-3.902,0.28691,-0.0732059
4291,-3.901,0.28691,-0.0732059
4292,-3.9,0.28691,-0.0732059
4293,-3.899,0.28691,-0.0732059
4294,-3.898,0.28691,-0.0732059
4295,-3.897,0.28691,-0.0732059
4296,-3.896,0.28691,-0.0732059
4297,-3.895,0.28691,-0.0732059
4298,-3.894,0.28691,-0.0732059
4299,-3.893,0.28691,-0.0732059
4300,-3.892,0.28691,-0.0732059
4301,-3.891,0.28691,-0.0732059
4302,-3.89,0.28691,-0.0732059
4303,-3.889,0.28691,-0.0732059
4304,-3.888,0.28691,-0.0732059
4305,-3.887,0.28691,-0.0732059
4306,-3.886,0.28691,-0.0732059
4307,-3.885,0.28691,-0.0732059
4308,-3.884,0.28691,-0.0732059
4309,-3.883,0.28691,-0.0732059
4310,-3.882,0.28691,-0.0732059
4311,-3.881,0.28691,-0.0732059
4312,-3.88,0.28691,-0.0732059
4313,-3.879,0.28691,-0.0732059
4314,-3.878,0.28691,-0.0732059
4315,-3.877,0.28691,-0.0732059
4316,-3.876,0.28691,-0.0732059
4317,-3.875,0.28691,-0.0732059
4318,-3.874,0.28691,-0.0732059
4319,-3.873,0.28691,-0.0732059
4320,-3.872,0.28691,-0.0732059
4321,-3.871,0.28691,-0.0732059
4322,-3.87,0.28691,-0.0732059
4323,-3.869,0.28691,-0.0732059
4324,-3.868,0.28691,-0.0732059
4325,-3.867,0.28691,-0.0732059
4326,-3.866,0.28691,-0.0732059
4327,-3.865,0.28691,-0.0732059
4328,-3.864,0.28691,-0.0732059
4329,-3.863,0.28691,-0.0732059
4330,-3.862,0.28691,-0.0732059
4331,-3.861,0.28691,-0.0732059
4332,-3.86,0.28691,-0.0732059
4333,-3.859,0.28691,-0.0732059
4334,-3.858,0.28691,-0.0732059
4335,-3.857,0.28691,-0.0732059
4336,-3.856,0.28691,-0.0732059
4337,-3.855,0.28691,-0.0732059
4338,-3.854,0.28691,-0.0732059
4339,-3.853,0.28691,-0.0732059
4340,-3.852,0.28691,-0.0732059
4341,-3.851,0.28691,-0.0732059
4342,-3.85,0.28691,-0.0732059
4343,-3.849,0.28691,-0.0732059
4344,-3.848,0.28691,-0.0732059
4345,-3.847,0.28691,-0.0732059
4346,-3.846,0.28691,-0.0732059
4347,-3.845,0.28691,-0.0732059
4348,-3.844,0.28691,-0.0732059
4349,-3.843,0.28691,-0.0732059
4350,-3.842,0.28691,-0.0732059
4351,-3.841,0.28691,-0.0732059
4352,-3.84,0.28691,-0.0732059
4353,-3.839,0.28691,-0.0732059
4354,-3.838,0.28691,-0.0732059
4355,-3.837,0.28691,-0.0732059
4356,-3.836,0.28691,-0.0732059
4357,-3.835,0.28691,-0.0732059
4358,-3.834,0.28691,-0.0732059
4359,-3.833,0.28691,-0.0732059
4360,-3.832,0.28691,-0.0732059
4361,-3.831,0.28691,-0.0732059
4362,-3.83,0.28691,-0.0732059
4363,-3.829,0.28691,-0.0732059
4364,-3.828,0.28691,-0.0732059
4365,-3.827,0.28691,-0.0732059
4366,-3.826,0.28691,-0.0732059
4367,-3.825,0.28691,-0.0732059
4368,-3.824,0.28691,-0.0732059
4369,-3.823,0.28691,-0.0732059
4370,-3.822,0.28691,-0.0732059
4371,-3.821,0.28691,-0.0732059
4372,-3.82,0.28691,-0.0732059
4373,-3.819,0.28691,-0.0732059
4374,-3.818,0.28691,-0.0732059
4375,-3.817,0.28691,-0.0732059
4376,-3.816,0.28691,-0.0732059
4377,-3.815,0.28691,-0.0732059
4378,-3.814,0.28691,-0.0732059
4379,-3.813,0.28691,-0.0732059
4380,-3.812,0.28691,-0.0732059
4381,-3.811,0.28691,-0.0732059
4382,-3.81,0.28691,-0.0732059
4383,-3.809,0.28691,-0.0732059
4384,-3.808,0.28691,-0.0732059
4385,-3.807,0.28691,-0.0732059
4386,-3.806,0.28691,-0.0732059
4387,-3.805,0.28691,-0.0732059
4388,-3.804,0.28691,-0.0732059
4389,-3.803,0.28691,-0.0732059
4390,-3.802,0.28691,-0.0732059
4391,-3.801,0.28691,-0.0732059
4392,-3.8,0.28691,-0.0732059
4393,-3.799,0.28691,-0.0732059
4394,-3.798,0.28691,-0.0732059
4395,-3.797,0.28691,-0.0732059
4396,-3.796,0.28691,-0.0732059
4397,-3.795,0.28691,-0.0732059
4398,-3.794,0.28691,-0.0732059
4399,-3.793,0.28691,-0.0732059
4400,-3.792,0.28691,-0.0732059
4401,-3.791,0.28691,-0.0732059
4402,-3.79,0.28691,-0.0732059
4403,-3.789,0.28691,-0.0732059
4404,-3.788,0.28691,-0.0732059
4405,-3.787,0.28691,-0.0732059
4406,-3.786,0.28691,-0.0732059
4407,-3.785,0.28691,-0.0732059
4408,-3.784,0.28691,-0.0732059
4409,-3.783,0.28691,-0.0732059
4410,-3.782,0.28691,-0.0732059
4411,-3.781,0.28691,-0.0732059
4412,-3.78,0.28691,-0.0732059
4413,-3.779,0.28691,-0.0732059
4414,-3.778,0.28691,-0.0732059
4415,-3.777,0.28691,-0.0732059
4416,-3.776,0.28691,-0.0732059
4417,-3.775,0.28691,-0.0732059
4418,-3.774,0.28691,-0.0732059
4419,-3.773,0.28691,-0.0732059
4420,-3.772,0.28691,-0.0732059
4421,-3.771,0.28691,-0.0732059
4422,-3.77,0.28691,-0.0732059
4423,-3.769,0.28691,-0.0732059
4424,-3.768,0.28691,-0.0732059
4425,-3.767,0.28691,-0.0732059
4426,-3.766,0.28691,-0.0732059
4427,-3.765,0.28691,-0.0732059
4428,-3.764,0.28691,-0.0732059
4429,-3.763,0.28691,-0.0732059
4430,-3.762,0.28691,-0.0732059
4431,-3.761,0.28691,-0.0732059
4432,-3.76,0.28691,-0.0732059
4433,-3.759,0.28691,-0.0732059
4434,-3.758,0.28691,-0.0732059
4435,-3.757,0.28691,-0.0732059
4436,-3.756,0.28691,-0.0732059
4437,-3.755,0.28691,-0.0732059
4438,-3.754,0.28691,-0.0732059
4439,-3.753,0.28691,-0.0732059
4440,-3.752,0.28691,-0.0732059
4441,-3.751,0.28691,-0.0732059
4442,-3.75,0.28691,-0.0732059
4443,-3.749,0.28691,-0.0732059
4444,-3.748,0.28691,-0.0732059
4445,-3.747,0.28691,-0.0732059
4446,-3.746,0.28691,-0.0732059
4447,-3.745,0.28691,-0.0732059
4448,-3.744,0.28691,-0.0732059
4449,-3.743,0.28691,-0.0732059
4450,-3.742,0.28691,-0.0732059
4451,-3.741,0.28691,-0.0732059
4452,-3.74,0.28691,-0.0732059
4453,-3.739,0.28691,-0.0732059
4454,-3.738,0.28691,-0.0732059
4455,-3.737,0.28691,-0.0732059
4456,-3.736,0.28691,-0.0732059
4457,-3.735,0.28691,-0.0732059
4458,-3.734,0.28691,-0.0732059
4459,-3.733,0.28691,-0.0732059
4460,-3.732,0.28691,-0.0732059
4461,-3.731,0.28691,-0.0732059
4462,-3.73,0.28691,-0.0732059
4463,-3.729,0.28691,-0.0732059
4464,-3.728,0.28691,-0.0732059
4465,-3.727,0.28691,-0.0732059
4466,-3.726,0.28691,-0.0732059
4467,-3.725,0.28691,-0.0732059
4468,-3.724,0.28691,-0.0732059
4469,-3.723,0.28691,-0.0732059
4470,-3.722,0.28691,-0.0732059
4471,-3.721,0.28691,-0.0732059
4472,-3.72,0.28691,-0.0732059
4473,-3.719,0.28691,-0.0732059
4474,-3.718,0.28691,-0.0732059
4475,-3.717,0.28691,-0.0732059
4476,-3.716,0.28691,-0.0732059
4477,-3.715,0.28691,-0.0732059
4478,-3.714,0.28691,-0.0732059
4479,-3.713,0.28691,-0.0732059
4480,-3.712,0.28691,-0.0732059
4481,-3.711,0.28691,-0.0732059
4482,-3.71,0.28691,-0.0732059
4483,-3.709,0.28691,-0.0732059
4484,-3.708,0.28691,-0.0732059
4485,-3.707,0.28691,-0.0732059
4486,-3.706,0.28691,-0.0732059
4487,-3.705,0.28691,-0.0732059
4488,-3.704,0.28691,-0.0732059
4489,-3.703,0.28691,-0.0732059
4490,-3.702,0.28691,-0.0732059
4491,-3.701,0.28691,-0.0732059
4492,-3.7,0.28691,-0.0732059
4493,-3.699,0.28691,-0.0732059
4494,-3.698,0.28691,-0.0732059
4495,-3.697,0.28691,-0.0732059
4496,-3.696,0.28691,-0.0732059
4497,-3.695,0.28691,-0.0732059
4498,-3.694,0.28691,-0.0732059
4499,-3.693,0.28691,-0.0732059
4500,-3.692,0.28691,-0.0732059
4501,-3.691,0.28691,-0.0732059
4502,-3.69,0.28691,-0.0732059
4503,-3.689,0.28691,-0.0732059
4504,-3.688,0.28691,-0.0732059
4505,-3.687,0.28691,-0.0732059
4506,-3.686,0.28691,-0.0732059
4507,-3.685,0.28691,-0.0732059
4508,-3.684,0.28691,-0.0732059
4509,-3.683,0.28691,-0.0732059
4510,-3.682,0.28691,-0.0732059
4511,-3.681,0.28691,-0.0732059
4512,-3.68,0.28691,-0.0732059
4513,-3.679,0.28691,-0.0732059
4514,-3.678,0.28691,-0.0732059
4515,-3.677,0.28691,-0.0732059
4516,-3.676,0.28691,-0.0732059
4517,-3.675,0.28691,-0.0732059
4518,-3.674,0.28691,-0.0732059
4519,-3.673,0.28691,-0.0732059
4520,-3.672,0.28691,-0.0732059
4521,-3.671,0.28691,-0.0732059
4522,-3.67,0.28691,-0.0732059
4523,-3.669,0.28691,-0.0732059
4524,-3.668,0.28691,-0.0732059
4525,-3.667,0.28691,-0.0732059
4526,-3.666,0.28691,-0.0732059
4527,-3.665,0.28691,-0.0732059
4528,-3.664,0.28691,-0.0732059
4529,-3.663,0.28691,-0.0732059
4530,-3.662,0.28691,-0.0732059
4531,-3.661,0.28691,-0.0732059
4532,-3.66,0.28691,-0.0732059
4533,-3.659,0.28691,-0.0732059
4534,-3.658,0.28691,-0.0732059
4535,-3.657,0.28691,-0.0732059
4536,-3.656,0.28691,-0.0732059
4537,-3.655,0.28691,-0.0732059
4538,-3.654,0.28691,-0.0732059
4539,-3.653,0.28691,-0.0732059
4540,-3.652,0.28691,-0.0732059
4541,-3.651,0.28691,-0.0732059
4542,-3.65,0.28691,-0.0732059
4543,-3.649,0.28691,-0.0732059
4544,-3.648,0.28691,-0.0732059
4545,-3.647,0.28691,-0.0732059
4546,-3.646,0.28691,-0.0732059
4547,-3.645,0.28691,-0.0732059
4548,-3.644,0.28691,-0.0732059
4549,-3.643,0.28691,-0.0732059
4550,-3.642,0.28691,-0.0732059
4551,-3.641,0.28691,-0.0732059
4552,-3.64,0.28691,-0.0732059
4553,-3.639,0.28691,-0.0732059
4554,-3.638,0.28691,-0.0732059
4555,-3.637,0.28691,-0.0732059
4556,-3.636,0.28691,-0.0732059
4557,-3.635,0.28691,-0.0732059
4558,-3.634,0.28691,-0.0732059
4559,-3.633,0.28691,-0.0732059
4560,-3.632,0.28691,-0.0732059
4561,-3.631,0.28691,-0.0732059
4562,-3.63,0.28691,-0.0732059
4563,-3.629,0.28691,-0.0732059
4564,-3.628,0.28691,-0.0732059
4565,-3.627,0.28691,-0.0732059
4566,-3.626,0.28691,-0.0732059
4567,-3.625,0.28691,-0.0732059
4568,-3.624,0.28691,-0.0732059
4569,-3.623,0.28691,-0.0732059
4570,-3.622,0.28691,-0.0732059
4571,-3.621,0.28691,-0.0732059
4572,-3.62,0.28691,-0.0732059
4573,-3.619,0.28691,-0.0732059
4574,-3.618,0.28691,-0.0732059
4575,-3.617,0.28691,-0.0732059
4576,-3.616,0.28691,-0.0732059
4577,-3.615,0.28691,-0.0732059
4578,-3.614,0.28691,-0.0732059
4579,-3.613,0.28691,-0.0732059
4580,-3.612,0.28691,-0.0732059
4581,-3.611,0.28691,-0.0732059
4582,-3.61,0.28691,-0.0732059
4583,-3.609,0.28691,-0.0732059
4584,-3.608,0.28691,-0.0732059
4585,-3.607,0.28691,-0.0732059
4586,-3.606,0.28691,-0.0732059
4587,-3.605,0.28691,-0.0732059
4588,-3.604,0.28691,-0.0732059
4589,-3.603,0.28691,-0.0732059
4590,-3.602,0.28691,-0.0732059
4591,-3.601,0.28691,-0.0732059
4592,-3.6,0.28691,-0.0732059
4593,-3.599,0.28691,-0.0732059
4594,-3.598,0.28691,-0.0732059
4595,-3.597,0.28691,-0.0732059
4596,-3.596,0.28691,-0.0732059
4597,-3.595,0.28691,-0.0732059
4598,-3.594,0.28691,-0.0732059
4599,-3.593,0.28691,-0.0732059
4600,-3.592,0.28691,-0.0732059
4601,-3.591,0.28691,-0.0732059
4602,-3.59,0.28691,-0.0732059
4603,-3.589,0.28691,-0.0732059
4604,-3.588,0.28691,-0.0732059
4605,-3.587,0.28691,-0.0732059
4606,-3.586,0.28691,-0.0732059
4607,-3.585,0.28691,-0.0732059
4608,-3.584,0.28691,-0.0732059
4609,-3.583,0.28691,-0.0732059
4610,-3.582,0.28691,-0.0732059
4611,-3.581,0.28691,-0.0732059
4612,-3.58,0.28691,-0.0732059
4613,-3.579,0.28691,-0.0732059
4614,-3.578,0.28691,-0.0732059
4615,-3.577,0.28691,-0.0732059
4616,-3.576,0.28691,-0.0732059
4617,-3.575,0.28691,-0.0732059
4618,-3.574,0.28691,-0.0732059
4619,-3.573,0.28691,-0.0732059
4620,-3.572,0.28691,-0.0732059
4621,-3.571,0.28691,-0.0732059
4622,-3.57,0.28691,-0.0732059
4623,-3.569,0.28691,-0.0732059
4624,-3.568,0.28691,-0.0732059
4625,-3.567,0.28691,-0.0732059
4626,-3.566,0.28691,-0.0732059
4627,-3.565,0.28691,-0.0732059
4628,-3.564,0.28691,-0.0732059
4629,-3.563,0.28691,-0.0732059
4630,-3.562,0.28691,-0.0732059
4631,-3.561,0.28691,-0.0732059
4632,-3.56,0.28691,-0.0732059
4633,-3.559,0.28691,-0.0732059
4634,-3.558,0.28691,-0.0732059
4635,-3.557,0.28691,-0.0732059
4636,-3.556,0.28691,-0.0732059
4637,-3.555,0.28691,-0.0732059
4638,-3.554,0.28691,-0.0732059
4639,-3.553,0.28691,-0.0732059
4640,-3.552,0.28691,-0.0732059
4641,-3.551,0.28691,-0.0732059
4642,-3.55,0.28691,-0.0732059
4643,-3.549,0.28691,-0.0732059
4644,-3.548,0.28691,-0.0732059
4645,-3.547,0.28691,-0.0732059
4646,-3.546,0.28691,-0.0732059
4647,-3.545,0.28691,-0.0732059
4648,-3.544,0.28691,-0.0732059
4649,-3.543,0.28691,-0.0732059
4650,-3.542,0.28691,-0.0732059
4651,-3.541,0.28691,-0.0732059
4652,-3.54,0.28691,-0.0732059
4653,-3.539,0.28691,-0.0732059
4654,-3.538,0.28691,-0.0732059
4655,-3.537,0.28691,-0.0732059
4656,-3.536,0.28691,-0.0732059
4657,-3.535,0.28691,-0.0732059
4658,-3.534,0.28691,-0.0732059
4659,-3.533,0.28691,-0.0732059
4660,-3.532,0.28691,-0.0732059
4661,-3.531,0.28691,-0.0732059
4662,-3.53,0.28691,-0.0732059
4663,-3.529,0.28691,-0.0732059
4664,-3.528,0.28691,-0.0732059
4665,-3.527,0.28691,-0.0732059
4666,-3.526,0.28691,-0.0732059
4667,-3.525,0.28691,-0.0732059
4668,-3.524,0.28691,-0.0732059
4669,-3.523,0.28691,-0.0732059
4670,-3.522,0.28691,-0.0732059
