HPs,kfold_accuracy,kfold_recall,kfold_f1,time,test_accuracy
12000,0.8854166666666666,0.8902436555830286,0.8860152798738168,3.7099111676216125,0.5833333333333334
10200,0.9458333333333332,0.9476891154822191,0.9470900954385908,3.6791830817858378,0.6416666666666667
8400,0.9166666666666667,0.9200666526959631,0.9169973683249181,3.6307542165120443,0.725
6800,0.9708333333333334,0.9694557942057942,0.9680054953919621,3.509073468049367,0.7333333333333333
5100,0.9479166666666667,0.945603193103193,0.9465556627545562,3.2505660096804303,0.7333333333333333
3400,0.9854166666666668,0.985062937062937,0.9854142117105719,3.2081384460131326,0.7166666666666667
