HPs,mean_accuracy,mean_recall,mean_f1,time
10200,0.9722222222222221,0.9769565217391303,0.9721571177595845,0.6881842454274495
8400,0.9777777777777779,0.9794400527009224,0.9773134422842755,0.8003684123357137
5100,0.9888888888888889,0.9875,0.9881588695542185,0.8522896409034729
3400,0.986111111111111,0.9834213250517599,0.9841911882155785,0.668035360177358
