HPs,mean_accuracy,mean_recall,mean_f1,time
12000,0.9805555555555555,0.9827544466403161,0.981116107808538,0.7226093292236329
10200,0.975,0.9716653726708074,0.9729450629751568,0.8241778254508972
8400,0.9694444444444444,0.9693128881987578,0.9679965032708935,0.6810649474461873
5100,0.986111111111111,0.9859510869565217,0.9861591118573092,0.8830270210901896
3400,0.986111111111111,0.9881521739130434,0.9860233280962303,0.8629184206326802
1000,0.9805555555555555,0.9799094202898552,0.9803747376059077,0.774709153175354
