HPs,mean_accuracy,mean_recall,mean_f1,time
12000,0.986111111111111,0.9876945080091535,0.985923214574003,0.8600792129834492
10200,0.9833333333333334,0.9839855072463768,0.9833061653793361,0.8938676714897156
8400,0.9833333333333334,0.9856521739130436,0.9829018779449814,0.8428948561350504
6800,0.9916666666666668,0.9928260869565217,0.9920226949462332,0.7924680948257447
5100,0.9694444444444444,0.9689855072463768,0.9681674936011564,0.6146085818608602
3400,0.9833333333333332,0.9866304347826087,0.9834047014678291,0.871047834555308
1000,0.9777777777777779,0.9784782608695652,0.9765763532877912,0.7952471057573954
500,0.9833333333333334,0.9828260869565216,0.9829872859108242,0.6920536994934082
