HPs,kfold_accuracy,kfold_recall,kfold_f1,time,test_accuracy
8,0.9734567901234568,0.9733865134593952,0.9733298606377871,13.015805717309316,0.6833333333333333
9,0.9775,0.9775908345969236,0.9774449793732675,13.993767317136129,0.6083333333333333
10,0.9787878787878788,0.9787422319058802,0.9787462836961559,14.853441456953684,0.6666666666666666
11,0.9870370370370372,0.9870539681281574,0.9870484157089585,15.598173288504283,0.6083333333333333
12,0.9649572649572651,0.965554882692753,0.9653028423712599,16.781337801615397,0.575
13,0.972420634920635,0.9720557981472874,0.9721714826908288,17.859904209772747,0.5583333333333333
14,0.9833333333333332,0.9831663507476897,0.983335784802421,19.22114217678706,0.6
15,0.9765625,0.9768230345432233,0.9765154812140195,20.524588537216186,0.675
