HPs,mean_accuracy,mean_recall,mean_f1,time,train_accuracy,test_accuracy
2,0.8416666666666666,0.8477931199870559,0.8389704353579838,0.797092342376709,0.95,0.55
4,0.9333333333333333,0.9384534004642701,0.9322590894289806,1.090149700641632,0.9861111111111112,0.625
