HPs,mean_accuracy,mean_recall,mean_f1,time
2,0.9916666666666668,0.9928260869565217,0.9918574668523125,0.7777153452237447
4,0.9888888888888889,0.9906521739130435,0.9888174761524752,0.7782874703407288
8,0.986111111111111,0.9861594202898551,0.985624122254557,0.6939810236295064
12,0.9666666666666668,0.9690229939142982,0.9664715309434383,0.7020509004592895
16,0.9833333333333334,0.9856521739130436,0.9829018779449814,0.6978727300961812
20,0.986111111111111,0.9869927536231884,0.9867168781328722,0.7161110281944275
24,0.9916666666666668,0.9917546583850931,0.9911643449574484,0.7329134623209635
28,0.9833333333333334,0.9840760869565217,0.9839555474971098,0.790389879544576
32,0.9694444444444447,0.968220716481586,0.9681073571198674,0.737705135345459
